words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
flute,0.29748768634149975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
onion,0.2972720008955712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pine,0.29663212081759527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chainsaw,0.29427086707847394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biscuit,0.29390910244484425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spear,0.29326896130197877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coin,0.28825447000364113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peanut,0.2877461644354251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacon,0.28742829712032936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oak,0.287343408868158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balloon,0.28620533473431775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tangerine,0.28403031038416493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tambourine,0.2838370566304389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ear,0.2835538381605177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grape,0.2834346857472842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turnip,0.2827082827170102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slug,0.2812994396398045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sword,0.28053158231927566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banjo,0.28033853530842734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peas,0.27967663144433497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carrot,0.279288524786119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sellotape,0.27865797424620364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocking_chair,0.2785070370586583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lettuce,0.2780194413851579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dressing_gown,0.2778721346490127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unicycle,0.2768662781332572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kettle,0.2750931455442454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grapefruit,0.27485114826987167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,0.2748052480530092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castle,0.27470758400450895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongue,0.27376417898741257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coconut,0.2735406387306033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machete,0.2720434559621931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harp,0.2707867017431199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rolls_royce,0.27045363660305755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pansy,0.2699015758255329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corn,0.26960530745124245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemon,0.267722600060731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wetsuit,0.26692297269730203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sock,0.2661573197111584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rifle,0.2659886938362871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spinach,0.26489064465517553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eucalyptus,0.263839428000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tricycle,0.2633087281713103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cannon,0.26310600299622094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orange,0.26305252066304263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stone,0.26066861747943826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peeler,0.2587816168718825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satchel,0.2549422751030369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kiwi_fruit,0.25487198727969773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raspberry,0.2525374842840782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skateboard,0.25237806882906577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0.25141719016444164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
violin,0.2508393281437501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chocolate,0.2506799892754538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toaster,0.2505350989509144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fir,0.2504578961381645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piano,0.2489365210324352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rice,0.24853570787990992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bell,0.24796011299593207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nectarine,0.2460551156482546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crayon,0.24579539774496262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pie,0.24567997197328115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripod,0.24465830596057686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knickers,0.244487600793319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carnation,0.24373769869166118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bag,0.24364310199571254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helicopter,0.2433855495626004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porsche,0.2432926602226432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broom,0.24322530125321337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheese,0.24152478018271517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dresser,0.24145033725078896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surfboard,0.24108881793262493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashtray,0.24039042214569983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bow,0.24010689298284965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corkscrew,0.23994955017557154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marble,0.23937005824653979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladle,0.2390080564104882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bucket,0.2386512337403279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seal,0.23840970024822927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nut,0.23808458515666936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scythe,0.23728448485975617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organ,0.23716071625606786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bookcase,0.23710176796800514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,0.23703788624707633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raisin,0.23620631994282498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandwich,0.23602059167265235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apron,0.23401609730062167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ketchup,0.23368965740536263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mittens,0.23312902687851697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deckchair,0.2330526874912356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cello,0.2326781042797349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bullet,0.23151586859256118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bicycle,0.23122075578700468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coat,0.23011254293811087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spade,0.22943474793609292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bagpipes,0.22939752220281787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doorknob,0.2291359385282707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cork,0.2286852740896617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harmonica,0.2285933443178374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stool,0.2283300435558443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catapault,0.2278816330948824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweezers,0.2278631299402247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peg,0.22588997725597063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pistol,0.22487498774753129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirror,0.22461947398682713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scarf,0.22428061846500633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moped,0.22427963940741114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stockings,0.22367640230376667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nose,0.22324468986413226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cymbal,0.22315783458328514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leg,0.2231356533168145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tights,0.22287993572838483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dress,0.2228185848048759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pen,0.22255783249938474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flannel,0.22255518181784456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french_horn,0.22253848706007653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoyo,0.2221936492953859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boat,0.22162694257457416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swing,0.22069384377831244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shotgun,0.22034346100711272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poison,0.21888756312283975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clarinet,0.21838056140722628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bayonet,0.21836776738673203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bikini,0.21808386119030426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wand,0.21793362467071692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parka,0.2165337832744751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
houseboat,0.2158001437369517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuba,0.2157478871845886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye,0.2156369702815605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ball,0.2154171072555281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bath,0.2150434560325174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foot,0.21489019789750163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trowel,0.21450315254498958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accordion,0.21423578542492472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,0.2133862421380715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cake,0.2130279479313893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mask,0.21199868702876218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl,0.2115255941022415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penknife,0.21148297703009297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crowbar,0.21119281185698655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prune,0.21116947656952162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comb,0.21091595217749995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trousers,0.2106358480936097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armchair,0.21052523703287643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buggy,0.21025921413528648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandals,0.2099943269751552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bellows,0.20964888730814796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toilet,0.20960015898916248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submarine,0.20957688878659117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dictionary,0.20949418213284282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lime,0.209282789568142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermometer,0.2085752480774383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harpsichord,0.20820194003903877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basin,0.20753350563767578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screwdriver,0.20735901230139892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spatula,0.20626313673431865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bone,0.2061430345873751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sofa,0.20471617140892923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mayonnaise,0.2043222392719573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basket,0.20364003157588345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweater,0.20328456463488243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gong,0.20179600848368567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rattle,0.20116757487326908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandy,0.20104879760282013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rope,0.20053498927243665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pram,0.20014019920395776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swimsuit,0.19985829481735723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grenade,0.1997719377420744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saxophone,0.19973604403394776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
currant,0.19965248715946188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robe,0.19946272813566718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skirt,0.19943402450089232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cigar,0.19918316423351803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamp,0.19905587027359833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helmet,0.19824268896950786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cradle,0.19800031700567922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bed,0.19773101500409557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandpaper,0.1976388320169875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sledge,0.19751530162246828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milk,0.1973956061382975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hair,0.19682208575256127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colander,0.19591109075759927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drum,0.19475796479201957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poppy,0.19444408167292834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needle,0.1939795493304212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pencil,0.19380028144546885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trombone,0.19327400057044639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strainer,0.1931612468729101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tray,0.1930341669263796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongs,0.19297168177882987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bread,0.1916570474754174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wine,0.19161659971890113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barrel,0.19092252767003579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toe,0.19073561831229022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mug,0.19032934677676597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lipstick,0.1895375831980877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
typewriter,0.18885948851964074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocket,0.18786087480625416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speedboat,0.18751343397573356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gun,0.18701509707781144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeep,0.18648284747504695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pipe,0.1859395600244124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bridge,0.18582296000709192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oven,0.18523153855836036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tractor,0.1851784996942037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tugboat,0.1849403703963619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brush,0.18489037234689976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheelbarrow,0.18468704730299845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blouse,0.18371939698741735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thumb,0.18369767063466436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoghurt,0.18359252677414914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
candle,0.18307437001075202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brick,0.18271425823714996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fence,0.1822518827886423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock,0.1814637952369455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinghy,0.18095968328347256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scissors,0.18008281004192123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gown,0.1799073363758148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guitar,0.179019481057848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skis,0.17881135764164086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fork,0.17859757826462386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plate,0.17805202590531516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice_cream,0.1779713484400458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stick,0.17747076593944003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bracelet,0.177101254387645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacket,0.17686909678067497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0.17585098741531757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cherry,0.1758346007671639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fridge,0.17566252355030923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
car,0.17541789110312161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flip_flops,0.1748757166600101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat,0.17437681894775117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tank,0.17387553952590437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
napkin,0.1736802147253398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carriage,0.17222505413293648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earmuffs,0.17145947327547728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trumpet,0.17140998734854956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,0.17064654984664207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0.17023151783982832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bra,0.16951160966045042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boots,0.1692119245575625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whistle,0.16905230730181886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tea,0.16843025998501027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hook,0.16777205477371393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washing_machine,0.1676226829061636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lorry,0.16703285228493167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stove,0.166342535918984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallet,0.16581459256227699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lips,0.16493508760675252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shirt,0.1644970570583111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gin,0.16421922902184066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dagger,0.1638264537850453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cup,0.16377854020076826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greeting_card,0.16282952821477764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motorcycle,0.16160395396118005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hammer,0.16149050606417786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cupboard,0.1610512810696483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trolley,0.16073897932552983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syringe,0.16047533592175217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chisel,0.16037558985397016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sink,0.15956334767336233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revolver,0.1589079788334854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scalpel,0.15865472137773032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffin,0.1584239494106403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beer,0.15665387916341914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cap,0.15580512134761376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfume,0.1556850259831533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruler,0.15542344857263884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barge,0.15495840933329574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoes,0.1546013091210965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bin,0.15451861337199874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finger,0.15419389125179653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gloves,0.15404813270142453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemonade,0.15390708747884835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bouquet,0.15377558109555461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truck,0.15356551553359923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pliers,0.1526988489082678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
