words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
pram,0.38736212170912165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tray,0.38508458632024123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piano,0.3849333900201064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunflower,0.3840612341974134,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
stool,0.38370959067810617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guinea_pig,0.38369305919927854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweet_potato,0.38361548712784427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashtray,0.3830370318376669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minnow,0.38183124242072386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stove,0.3816569628652917,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
toaster,0.38132589042256765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buttercup,0.38127775137761055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cauliflower,0.3811395338819098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawl,0.3807079833108006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buggy,0.3793245946171452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bucket,0.3792815004280783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screwdriver,0.3785515130577944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toilet,0.37796508096685755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skateboard,0.37743570364726853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
celery,0.37698858842574456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blueberry,0.3766264052857443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washing_machine,0.376589466579277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladle,0.3764647236168228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhubarb,0.3751465535365865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seaweed,0.374835954217662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cod,0.37435803053258326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
broccoli,0.37433015312254214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banjo,0.374084783530529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garlic,0.37264912214270707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sultana,0.37219699273619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
violin,0.37092198536496745,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
peeler,0.3705930083066212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jelly,0.37050965257886365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doorknob,0.3704143076521679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apricot,0.3697825942666334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chestnut,0.36972886804133875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fir,0.3690347519612184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daisy,0.36835770559279457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balloon,0.368077478061606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biscuit,0.367843797451499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soup,0.36776660161805075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worm,0.367372081058267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grape,0.36723536928525596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crowbar,0.36705648867076085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satchel,0.36690976876443626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
brussel_sprouts,0.36690853352538494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frisbee,0.36648804639085375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
typewriter,0.3661866048669387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,0.36613064578542026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ship,0.3660982253887688,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
tuba,0.36556800206353945,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
mango,0.36473943533677045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,0.36363833900731524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submarine,0.3633186152435654,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
bean,0.3628920693517208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carriage,0.3625130007076935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daffodil,0.36248832330027825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coconut,0.362461592660246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cake,0.3624197189945615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
harp,0.36204678590070494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stone,0.3619072830668796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lettuce,0.3618658146147093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheese,0.36137756071514393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rolls_royce,0.3610244604325842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olive,0.3600084694973013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cymbal,0.35986966469061255,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
onion,0.35969183885190836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avocado,0.35933232239110335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dove,0.35819345955797777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flea,0.3580713955513205,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
geranium,0.35803763335703787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parsley,0.3579153291458852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rifle,0.3566085704427838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yacht,0.35645085765825235,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
bed,0.3551392966875672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slippers,0.3546366571744653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strawberry,0.3534545005315137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.3523445462437319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.3523445462437319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aubergine,0.35154444397253815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wetsuit,0.351444812883654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trowel,0.34983511116672567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penknife,0.34954543870911625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coat,0.34949098480816654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bayonet,0.3492634143997615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corkscrew,0.3490234057608754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apron,0.34618036407421177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skis,0.34491433140916694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grapefruit,0.34462164967163167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0.34386071899908277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harmonica,0.3435939767789261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crayon,0.34306716823422445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bag,0.3424154851434459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puppet,0.34175648728089136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandwich,0.3408669258866471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemon,0.34064930645987856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,0.340544788487525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hawk,0.3404801603600418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oven,0.33969364286744774,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
lamp,0.33961989024981504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kettle,0.3385143698424845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bell,0.33838965205569776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peas,0.33832593800223976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pipe,0.33778460356578743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bin,0.3373970092738841,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
spatula,0.33726675552824187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sock,0.33717570519717727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coin,0.33709381586049203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hose,0.3370612033702254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raspberry,0.3366450926981069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raisin,0.3363624915445791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cello,0.3361483077993712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colander,0.33530002392975883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motorcycle,0.3349759559302511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shovel,0.33455472090479654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strainer,0.33444851683614474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweezers,0.3340805768871781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eucalyptus,0.3339095423387203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carrot,0.3335899352346946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parka,0.33350780139265823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ear,0.3334435469868663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandy,0.33305215319831216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guitar,0.3321338397983834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organ,0.33194450161493483,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
porsche,0.33154650374939487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cork,0.33016890882947225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chocolate,0.3301517262672922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boomerang,0.3300985535023515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robe,0.32992427205006836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pistol,0.32916365415781335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trombone,0.32688860131152064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongue,0.326590111370477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wand,0.32641131884471375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bath,0.326203733916012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scarf,0.32525702970922166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bow,0.32523979153614724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scythe,0.3251296422632415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slug,0.32320930374541657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
jacket,0.3231663861803915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corn,0.322816813889864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spinach,0.32225139283922605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bellows,0.32193500313238965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
termite,0.32188160271594557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spade,0.32102079596130845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accordion,0.319975238576928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat,0.3199163062880111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helmet,0.319513035015333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leotard,0.3191205715309648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bagpipes,0.3190020376220237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kiwi_fruit,0.3188703509827767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dishwasher,0.3185075894526755,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
shotgun,0.3182462687506411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ferry,0.3172225087939686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cupboard,0.3171689318616998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foot,0.31684343131273146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
cigar,0.3165691354182255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nectarine,0.3164226584411438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armchair,0.31620865796089614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bread,0.31611718190779253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saxophone,0.3158083357440451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
wheelchair,0.3156823201461767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bus,0.31513367905999695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mug,0.31426991016868183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pansy,0.31333563812657395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marigold,0.313089434799503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caravan,0.31305114382130395,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
carnation,0.3128100592879468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nose,0.312258867874088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drum,0.3112884412450004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flounder,0.3108509551932068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knickers,0.31037952284145387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffin,0.30889376571274774,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
rice,0.3087399018742447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bullet,0.30857582899944874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweater,0.3084535195635399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fork,0.30767023838754926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice_cream,0.3075436344812469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scissors,0.3071280186084979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mayonnaise,0.30697090937714694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
limousine,0.306552962624417,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
dress,0.3062246516363988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacon,0.3059384058938348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxi,0.3055056986067454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
candle,0.3054818814589596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trousers,0.3053131429324363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bridge,0.30449658198436796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bikini,0.3044709410539152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peanut,0.3039344850530299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tent,0.30345346626377134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train,0.3034274474530603,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
tongs,0.30306379680926543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chisel,0.30244994812684334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tank,0.3023772927163641,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
tangerine,0.30223950420222534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grenade,0.30105912164762305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hair,0.3006921071080859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fence,0.30062728001265254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pen,0.30042877435991666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harpsichord,0.30017395885930725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandals,0.2998570249450203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pie,0.29964194462059823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gun,0.2976597897710372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orange,0.2975624355897028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoe,0.2975265294963127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basket,0.2970435966166337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pencil,0.2967582399303977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ball,0.29494762805836944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clarinet,0.29469534194067026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leg,0.294250328518027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grater,0.2922989130721325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk,0.29155448876728207,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ketchup,0.29151655471724475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheel,0.29124078928625874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flannel,0.2911844237351513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoyo,0.2907014562986504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallet,0.29040489837370154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocket,0.2893083826051549,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
pyramid,0.28925043817282786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
pliers,0.2885451734151728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock,0.2868845149353228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french_horn,0.2868585544963458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milk,0.28670575114923397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barrel,0.2860205743825235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lime,0.28600325439470575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bra,0.28594960494281013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,0.28549970015311904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0.284961719309843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prune,0.28434563903566923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
projector,0.28400602063744884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boots,0.283537550282411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermometer,0.28320419326903556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brick,0.28249421668867464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brush,0.28234352175389055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dagger,0.2820869827746848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blender,0.28128996579082993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirror,0.2806914712242502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nut,0.279971702956427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beer,0.27925929364857244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dictionary,0.2790972983450044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peg,0.2790865129291881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cider,0.2788471139093232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scalpel,0.278118531763732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stockings,0.277590692506529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wine,0.2775429539339448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
napkin,0.27730228029580795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cup,0.27709965945011994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gown,0.27674791388947384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needle,0.27504008780462674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl,0.27466427953942185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basin,0.27366788948504017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plate,0.27344055306410486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gin,0.2726224198571129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catapault,0.2722797100209008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flour,0.2714974302654683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tights,0.2712510454335312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gong,0.2704186736020671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shirt,0.26997433954990246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hammer,0.26930192199670266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring,0.2688690523469639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladder,0.2676860817491358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seal,0.2669756011560037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanner,0.266542644627823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whistle,0.2654593336560832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0.2654343436920317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revolver,0.26526109983429325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raft,0.2647587808050965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambulance,0.2643818590952452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cradle,0.26312197840947626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lips,0.2624246075095729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syringe,0.2621330281960126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blouse,0.2619296439148866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bone,0.2612116946944363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bouquet,0.2588796230658542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandpaper,0.258386448281018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolts,0.2582087988167813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poison,0.2560511898128892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
razor,0.2560487604360433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earmuffs,0.25563635293096443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
