words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
ladle,0.37824351543726414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fir,0.37822960036492287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blender,0.3773253077953733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cup,0.3768115868883277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grater,0.37671230377556447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penguin,0.37606390339168155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mittens,0.37602724086385797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
octopus,0.3760177317257134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robe,0.3759920307962582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goat,0.3759713041033622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nut,0.37593555462475414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tambourine,0.3754580316096404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongue,0.37543968330540484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandpaper,0.37528002312292674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat,0.3747812619470134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rattlesnake,0.3744493782054322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockerel,0.3740925783308734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leopard,0.37171515869683563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poppy,0.3713999445209758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cod,0.37137188608282234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magpie,0.37132598509862924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bag,0.3710085806222514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacock,0.370249941574362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porcupine,0.37011232659463333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gloves,0.3692099552875326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cigar,0.36891516765659726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giraffe,0.3686305685072327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lantern,0.36828117710861746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butterfly,0.36808129594455047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cupboard,0.36787820436966523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crocodile,0.3675372856307981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elm,0.367209820091821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armchair,0.367006557442106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trout,0.3644289095579151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
candle,0.364419818308062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollerskate,0.3623242440947526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashtray,0.36219556011085263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surfboard,0.3618149510037205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingfisher,0.36148461499382534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doorknob,0.3609152065778417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nose,0.36082854892055594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bath,0.359486344265153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llama,0.3592078407306917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gown,0.3590891632526948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wand,0.3579094555750755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hornet,0.3572629744898921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zebra,0.3572396631119805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stove,0.35613630570311605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seagull,0.35572437266382595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bouquet,0.3549167203761872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otter,0.3541396809616205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheelbarrow,0.3536618914118061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millipede,0.3528564044635736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scissors,0.352301632067424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fox,0.3522886121436165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sparrow,0.35192232036229393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pelican,0.3515558524269813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pliers,0.3514437104247099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screwdriver,0.3510798825581639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wetsuit,0.3506281291702029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satchel,0.3504897980912081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microwave,0.35039464046904106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,0.34998543431086954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woodpecker,0.3493828044012808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earmuffs,0.3493045455607237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donkey,0.34859795223780965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alligator,0.3468357402937787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beer,0.34638338271011426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goose,0.34613961747785416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfume,0.3458236937692938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washing_machine,0.34513368983323667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheep,0.3447755611936342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skirt,0.3446400232435134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housefly,0.3434066612767678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongs,0.34339781839518774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flute,0.342828573804174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog,0.34246087742447673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kite,0.3414876269947776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parakeet,0.34102179379290365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starling,0.34091778660036715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flip_flops,0.34054630601434066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mug,0.33895337154477034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locust,0.3388561011859476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dolphin,0.3370800554821842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boots,0.33389975617529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fork,0.33367376684867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gerbil,0.33322400525023854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emu,0.3327948954480861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pigeon,0.3325091319761838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bucket,0.33225289059837637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
champagne,0.3318663789947238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raccoon,0.3309472030583029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buzzard,0.32758740850814067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swimsuit,0.32754430856584216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corkscrew,0.32683677446033177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl,0.3264857068936381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamp,0.32623203525074107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoes,0.32610035329421744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pram,0.3259056932311576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kettle,0.32577618455787793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machete,0.3253457580409117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raven,0.32517998977371665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat,0.3236431691286791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swan,0.3220262991406379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tortoise,0.32091467249807604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elephant,0.3207854701059216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stone,0.3204324144143844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
typewriter,0.3196309578490188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spade,0.3195568210813076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
razor,0.31932668336111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ostrich,0.3187606565721057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bin,0.3182192494476158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rat,0.31408960739630803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rolls_royce,0.3131032475412367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cow,0.3119732226191075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calf,0.3111025359952306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beaver,0.3097535530705366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goggles,0.3096006811313121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nightingale,0.3087762088780791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,0.3066203912053267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hose,0.30653742878832646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sword,0.30647644863977497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ox,0.3054409674138814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toilet,0.3046377753998475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kangaroo,0.30376665995987784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brick,0.30215587080839734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worm,0.3003151964077203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frisbee,0.300232068530998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banjo,0.29982430230810897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whale,0.2991815912265757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chainsaw,0.2988542039873798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dice,0.2984628005737233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guinea_pig,0.2984483299955126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helmet,0.29814057609125866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shark,0.29797286639554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cigarette,0.29612134703567683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallet,0.2960174323818007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dishwasher,0.29568045092372996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hippo,0.2953493901377594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piano,0.29498614413058094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cage,0.29458459162382766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moose,0.29453799490040267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cymbal,0.29336731467121835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripod,0.29334735695963027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mask,0.29270616781170944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sledge,0.29266961391483964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glue,0.29194951263200436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chisel,0.29169248823687854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
table,0.29113570558777513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buffalo,0.29077395274010326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flea,0.29000394526656453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gorilla,0.28823346923102006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brush,0.28785703611778546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canoe,0.28785253506351294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tent,0.28764640455696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castle,0.2875327348624492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walrus,0.28708764218626664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syringe,0.28701014175446316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayak,0.2863091332591838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rope,0.28563560753934464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tractor,0.2849944493154156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyena,0.2842813944503158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermometer,0.28412501917392885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scalpel,0.28389495901570255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harmonica,0.28298349142541734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flounder,0.28296201075759736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platypus,0.28177807141856165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harpoon,0.2804562596378748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoe,0.2795614542426384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosquito,0.2793250826247989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cello,0.2790219592652229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greeting_card,0.2782005160490247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhino,0.2778726320328604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tricycle,0.27733804401850864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toe,0.2766401996888065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crowbar,0.2764314905386623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoyo,0.2764304657464798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuba,0.2755997818596245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiger,0.27541866590580666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bracelet,0.27379007808408656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scythe,0.27372469992009557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accordion,0.27363343820111985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leg,0.2735385320398779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horse,0.2728928572152441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cart,0.27227834212001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glider,0.272062328243921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
violin,0.2717749287709332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deer,0.27123748636916034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comb,0.27064506334272803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bone,0.2701331397243807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spear,0.26993781418485285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspirin,0.2673020407953442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panther,0.2667724372170282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trolley,0.26639484479041486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloak,0.26637622172003944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basket,0.2663409389346363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balloon,0.26616204775556274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needle,0.26554744116655105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slug,0.26454439263137863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bicycle,0.2644903568915639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guitar,0.26295525642766593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skis,0.2627202346307294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unicycle,0.2622799508348004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dove,0.2609970641842849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harp,0.2609390348283823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minnow,0.260915285278178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trombone,0.260783552718873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stick,0.26077659800269726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0.2600317875688226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pen,0.25887745193538103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thumb,0.25787166476665524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dictionary,0.2577250707215333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
termite,0.25753126136847265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carp,0.25743095583078757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shovel,0.2564668259730958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bow,0.2560855217619916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinghy,0.25596429212254507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.25514841148631284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.25514841148631284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box,0.2542866953573669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skateboard,0.25415777528942574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk,0.2540377702109805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tobacco,0.25403306246329344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pipe,0.2537275146211061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plate,0.2536097950623517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
houseboat,0.2535186834552135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coin,0.25335951734339773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porsche,0.25165127147816746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barrel,0.2509627012411004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibuprofen,0.25081983007988007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finger,0.2500861060809799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cushion,0.2494208520523604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dagger,0.24915753932494664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belt,0.24915499931205135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falcon,0.24877232593025056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screw,0.24858440770467619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boomerang,0.2473246774307413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheetah,0.24714745220347764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crossbow,0.24650026836433114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ball,0.24558776202070318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clarinet,0.2432254379943658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
veil,0.24198880305610646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0.24188871307301724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whisk,0.24117933820844395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peg,0.24022170229474143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saxophone,0.24021845531822286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pony,0.23984172234121415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valium,0.23830879004421057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffin,0.2381578437813972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
button,0.2379690675415102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harpsichord,0.23721444461601704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whip,0.2356910405010826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
envelope,0.23515728109102513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyramid,0.23452040280511932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair,0.23429676195420754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eagle,0.23427959788686614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirror,0.23415973989011848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wolf,0.23364765489086123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buggy,0.2324245500782681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rake,0.23123141244819506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeep,0.23059043218340852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0.22989774682636696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french_horn,0.22930198394553383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bell,0.22851648595477844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moped,0.22750052891988054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bayonet,0.227215748409343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
car,0.22525299808466892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canary,0.22380981774950098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrow,0.22364762667618182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carriage,0.2230093504231761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock,0.21996403430342754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poison,0.2196509838761956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.21912975419283753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.21912975419283753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lorry,0.21841404948272872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanner,0.21747743492906146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umbrella,0.2167677155338063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
projector,0.21670314394854437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
